VegID,PointID,CenterVsEdge,VFzone,LocationType,Control_or_Treatment,Burn2023,Burn2022,Date,CenterRobel_N,CenterRobel_E,CenterRobel_S,CenterRobel_W,EdgeRobel_N,EdgeRobel_E,EdgeRobel_S,EdgeRobel_W,Plot%Shrub,Plot%Tree,VegPlotLocation,%LiveGrass,%LiveForb,%Shrub,%DeadGrass,%OtherDead,%Litter,%Bare,PropLiveGrass,PropLiveForb,PropShrub,PropDeadGrass,PropOtherDead,PropLitter,PropBare
135,9T_Center,Center,9T,uplands,Treatment,no,yes,13-Jun-22,1.5,1.5,1.5,2,1.5,2,1.5,1.5,4,0,Center,35,20,0,8,0,2,35,0.35,0.2,0,0.08,0,0.02,0.35
135,9T_Center,Center,9T,uplands,Treatment,no,yes,13-Jun-22,1.5,1.5,1.5,2,1.5,2,1.5,1.5,4,0,North,40,10,0,5,0,5,40,0.4,0.1,0,0.05,0,0.05,0.4
135,9T_Center,Center,9T,uplands,Treatment,no,yes,13-Jun-22,1.5,1.5,1.5,2,1.5,2,1.5,1.5,4,0,East,50,30,0,0,0,0,20,0.5,0.3,0,0,0,0,0.2
135,9T_Center,Center,9T,uplands,Treatment,no,yes,13-Jun-22,1.5,1.5,1.5,2,1.5,2,1.5,1.5,4,0,South,50,10,0,0,0,0,40,0.5,0.1,0,0,0,0,0.4
135,9T_Center,Center,9T,uplands,Treatment,no,yes,13-Jun-22,1.5,1.5,1.5,2,1.5,2,1.5,1.5,4,0,West,50,25,0,5,0,0,20,0.5,0.25,0,0.05,0,0,0.2
136,9T_East,Edge,9T,uplands,Treatment,no,yes,13-Jun-22,1.5,2,1.5,1,2,2.5,1,2.5,0,0,Center,70,0,0,5,0,0,25,0.7,0,0,0.05,0,0,0.25
136,9T_East,Edge,9T,uplands,Treatment,no,yes,13-Jun-22,1.5,2,1.5,1,2,2.5,1,2.5,0,0,North,40,15,0,5,0,0,40,0.4,0.15,0,0.05,0,0,0.4
136,9T_East,Edge,9T,uplands,Treatment,no,yes,13-Jun-22,1.5,2,1.5,1,2,2.5,1,2.5,0,0,East,40,10,0,10,0,0,40,0.4,0.1,0,0.1,0,0,0.4
136,9T_East,Edge,9T,uplands,Treatment,no,yes,13-Jun-22,1.5,2,1.5,1,2,2.5,1,2.5,0,0,South,70,5,0,10,0,0,15,0.7,0.05,0,0.1,0,0,0.15
136,9T_East,Edge,9T,uplands,Treatment,no,yes,13-Jun-22,1.5,2,1.5,1,2,2.5,1,2.5,0,0,West,20,15,0,35,0,0,30,0.2,0.15,0,0.35,0,0,0.3
137,9T_North,Edge,9T,uplands,Treatment,no,yes,13-Jun-22,1,0.5,0,0.5,0,1,2,1,0,0,Center,40,0,0,10,0,0,50,0.4,0,0,0.1,0,0,0.5
137,9T_North,Edge,9T,uplands,Treatment,no,yes,13-Jun-22,1,0.5,0,0.5,0,1,2,1,0,0,North,30,0,0,10,0,0,60,0.3,0,0,0.1,0,0,0.6
137,9T_North,Edge,9T,uplands,Treatment,no,yes,13-Jun-22,1,0.5,0,0.5,0,1,2,1,0,0,East,50,0,0,10,0,0,40,0.5,0,0,0.1,0,0,0.4
137,9T_North,Edge,9T,uplands,Treatment,no,yes,13-Jun-22,1,0.5,0,0.5,0,1,2,1,0,0,South,60,0,0,5,0,0,35,0.6,0,0,0.05,0,0,0.35
137,9T_North,Edge,9T,uplands,Treatment,no,yes,13-Jun-22,1,0.5,0,0.5,0,1,2,1,0,0,West,60,0,0,10,0,0,30,0.6,0,0,0.1,0,0,0.3
138,2C_South,Edge,2C,uplands,Control,no,no,14-Jun-22,2,2.5,3,2.5,2,3,2.5,2.5,0,0,Center,65,0,0,30,0,0,5,0.65,0,0,0.3,0,0,0.05
138,2C_South,Edge,2C,uplands,Control,no,no,14-Jun-22,2,2.5,3,2.5,2,3,2.5,2.5,0,0,North,50,25,0,25,0,0,0,0.5,0.25,0,0.25,0,0,0
138,2C_South,Edge,2C,uplands,Control,no,no,14-Jun-22,2,2.5,3,2.5,2,3,2.5,2.5,0,0,East,30,5,0,65,0,0,0,0.3,0.05,0,0.65,0,0,0
138,2C_South,Edge,2C,uplands,Control,no,no,14-Jun-22,2,2.5,3,2.5,2,3,2.5,2.5,0,0,South,10,40,0,45,0,0,5,0.1,0.4,0,0.45,0,0,0.05
138,2C_South,Edge,2C,uplands,Control,no,no,14-Jun-22,2,2.5,3,2.5,2,3,2.5,2.5,0,0,West,60,20,0,15,0,0,5,0.6,0.2,0,0.15,0,0,0.05
139,2C_Center,Center,2C,uplands,Control,no,no,14-Jun-22,2,2,3,3.5,1,1,2,1.5,0,0,Center,35,10,0,15,0,30,10,0.35,0.1,0,0.15,0,0.3,0.1
139,2C_Center,Center,2C,uplands,Control,no,no,14-Jun-22,2,2,3,3.5,1,1,2,1.5,0,0,North,30,0,0,30,0,35,5,0.3,0,0,0.3,0,0.35,0.05
139,2C_Center,Center,2C,uplands,Control,no,no,14-Jun-22,2,2,3,3.5,1,1,2,1.5,0,0,East,30,15,0,20,0,20,15,0.3,0.15,0,0.2,0,0.2,0.15
139,2C_Center,Center,2C,uplands,Control,no,no,14-Jun-22,2,2,3,3.5,1,1,2,1.5,0,0,South,25,20,0,30,0,20,5,0.25,0.2,0,0.3,0,0.2,0.05
139,2C_Center,Center,2C,uplands,Control,no,no,14-Jun-22,2,2,3,3.5,1,1,2,1.5,0,0,West,40,10,0,30,0,20,0,0.4,0.1,0,0.3,0,0.2,0
140,2C_West,Edge,2C,uplands,Control,no,no,14-Jun-22,2.5,2,2.5,3,3.5,4,3.5,2.5,0,0,Center,50,20,0,0,0,0,30,0.5,0.2,0,0,0,0,0.3
140,2C_West,Edge,2C,uplands,Control,no,no,14-Jun-22,2.5,2,2.5,3,3.5,4,3.5,2.5,0,0,North,55,40,0,0,0,0,5,0.55,0.4,0,0,0,0,0.05
140,2C_West,Edge,2C,uplands,Control,no,no,14-Jun-22,2.5,2,2.5,3,3.5,4,3.5,2.5,0,0,East,80,10,0,0,0,0,10,0.8,0.1,0,0,0,0,0.1
140,2C_West,Edge,2C,uplands,Control,no,no,14-Jun-22,2.5,2,2.5,3,3.5,4,3.5,2.5,0,0,South,30,30,0,0,0,10,30,0.3,0.3,0,0,0,0.1,0.3
140,2C_West,Edge,2C,uplands,Control,no,no,14-Jun-22,2.5,2,2.5,3,3.5,4,3.5,2.5,0,0,West,70,25,0,0,0,0,5,0.7,0.25,0,0,0,0,0.05
141,2C_North,Edge,2C,uplands,Control,no,no,14-Jun-22,3,3,2.5,2,1,1,2.5,1,0,0,Center,50,20,0,10,0,15,5,0.5,0.2,0,0.1,0,0.15,0.05
141,2C_North,Edge,2C,uplands,Control,no,no,14-Jun-22,3,3,2.5,2,1,1,2.5,1,0,0,North,45,30,0,0,0,20,5,0.45,0.3,0,0,0,0.2,0.05
141,2C_North,Edge,2C,uplands,Control,no,no,14-Jun-22,3,3,2.5,2,1,1,2.5,1,0,0,East,50,15,0,10,0,25,0,0.5,0.15,0,0.1,0,0.25,0
141,2C_North,Edge,2C,uplands,Control,no,no,14-Jun-22,3,3,2.5,2,1,1,2.5,1,0,0,South,60,10,0,20,0,10,0,0.6,0.1,0,0.2,0,0.1,0
141,2C_North,Edge,2C,uplands,Control,no,no,14-Jun-22,3,3,2.5,2,1,1,2.5,1,0,0,West,20,20,0,25,0,20,10,0.2,0.2,0,0.25,0,0.2,0.1
142,2C_East,Edge,2C,uplands,Control,no,no,14-Jun-22,2.5,2,2,2.5,1,1,2,3,0,0,Center,30,15,0,30,0,5,20,0.3,0.15,0,0.3,0,0.05,0.2
142,2C_East,Edge,2C,uplands,Control,no,no,14-Jun-22,2.5,2,2,2.5,1,1,2,3,0,0,North,40,50,0,0,0,0,10,0.4,0.5,0,0,0,0,0.1
142,2C_East,Edge,2C,uplands,Control,no,no,14-Jun-22,2.5,2,2,2.5,1,1,2,3,0,0,East,55,25,0,5,0,0,15,0.55,0.25,0,0.05,0,0,0.15
142,2C_East,Edge,2C,uplands,Control,no,no,14-Jun-22,2.5,2,2,2.5,1,1,2,3,0,0,South,25,50,0,5,0,0,20,0.25,0.5,0,0.05,0,0,0.2
142,2C_East,Edge,2C,uplands,Control,no,no,14-Jun-22,2.5,2,2,2.5,1,1,2,3,0,0,West,40,15,0,15,0,0,30,0.4,0.15,0,0.15,0,0,0.3
143,2T_West,Edge,2T,uplands,Treatment,no,no,14-Jun-22,1,1,0.5,1.5,0,2,4,1,0,0,Center,45,15,0,30,0,10,0,0.45,0.15,0,0.3,0,0.1,0
143,2T_West,Edge,2T,uplands,Treatment,no,no,14-Jun-22,1,1,0.5,1.5,0,2,4,1,0,0,North,55,0,0,20,0,10,15,0.55,0,0,0.2,0,0.1,0.15
143,2T_West,Edge,2T,uplands,Treatment,no,no,14-Jun-22,1,1,0.5,1.5,0,2,4,1,0,0,East,50,25,0,5,0,10,5,0.5,0.25,0,0.05,0,0.1,0.05
143,2T_West,Edge,2T,uplands,Treatment,no,no,14-Jun-22,1,1,0.5,1.5,0,2,4,1,0,0,South,45,10,0,30,0,10,5,0.45,0.1,0,0.3,0,0.1,0.05
143,2T_West,Edge,2T,uplands,Treatment,no,no,14-Jun-22,1,1,0.5,1.5,0,2,4,1,0,0,West,45,20,0,25,0,5,5,0.45,0.2,0,0.25,0,0.05,0.05
144,2T_South,Edge,2T,uplands,Treatment,no,no,14-Jun-22,3,3,2.5,1.5,2.5,2.5,3,3,0,0,Center,60,10,0,10,0,0,20,0.6,0.1,0,0.1,0,0,0.2
144,2T_South,Edge,2T,uplands,Treatment,no,no,14-Jun-22,3,3,2.5,1.5,2.5,2.5,3,3,0,0,North,45,20,0,20,0,0,15,0.45,0.2,0,0.2,0,0,0.15
144,2T_South,Edge,2T,uplands,Treatment,no,no,14-Jun-22,3,3,2.5,1.5,2.5,2.5,3,3,0,0,East,50,25,0,15,0,0,10,0.5,0.25,0,0.15,0,0,0.1
144,2T_South,Edge,2T,uplands,Treatment,no,no,14-Jun-22,3,3,2.5,1.5,2.5,2.5,3,3,0,0,South,70,5,0,5,0,0,20,0.7,0.05,0,0.05,0,0,0.2
144,2T_South,Edge,2T,uplands,Treatment,no,no,14-Jun-22,3,3,2.5,1.5,2.5,2.5,3,3,0,0,West,10,75,0,5,0,0,10,0.1,0.75,0,0.05,0,0,0.1
145,2T_Center,Center,2T,uplands,Treatment,no,no,14-Jun-22,2,1,1.5,1,1,2,1,2,2,0,Center,30,40,0,20,0,10,0,0.3,0.4,0,0.2,0,0.1,0
145,2T_Center,Center,2T,uplands,Treatment,no,no,14-Jun-22,2,1,1.5,1,1,2,1,2,2,0,North,25,25,0,30,0,10,10,0.25,0.25,0,0.3,0,0.1,0.1
145,2T_Center,Center,2T,uplands,Treatment,no,no,14-Jun-22,2,1,1.5,1,1,2,1,2,2,0,East,20,25,0,35,0,10,10,0.2,0.25,0,0.35,0,0.1,0.1
145,2T_Center,Center,2T,uplands,Treatment,no,no,14-Jun-22,2,1,1.5,1,1,2,1,2,2,0,South,40,10,0,35,0,15,0,0.4,0.1,0,0.35,0,0.15,0
145,2T_Center,Center,2T,uplands,Treatment,no,no,14-Jun-22,2,1,1.5,1,1,2,1,2,2,0,West,30,15,0,25,0,20,10,0.3,0.15,0,0.25,0,0.2,0.1
146,2T_North,Edge,2T,uplands,Treatment,no,no,14-Jun-22,4,4.5,4.5,4,4,3.5,4.5,2,0,0,Center,60,0,0,20,0,0,20,0.6,0,0,0.2,0,0,0.2
146,2T_North,Edge,2T,uplands,Treatment,no,no,14-Jun-22,4,4.5,4.5,4,4,3.5,4.5,2,0,0,North,60,10,0,15,0,0,15,0.6,0.1,0,0.15,0,0,0.15
146,2T_North,Edge,2T,uplands,Treatment,no,no,14-Jun-22,4,4.5,4.5,4,4,3.5,4.5,2,0,0,East,80,0,0,10,0,0,10,0.8,0,0,0.1,0,0,0.1
146,2T_North,Edge,2T,uplands,Treatment,no,no,14-Jun-22,4,4.5,4.5,4,4,3.5,4.5,2,0,0,South,50,5,0,30,0,0,15,0.5,0.05,0,0.3,0,0,0.15
146,2T_North,Edge,2T,uplands,Treatment,no,no,14-Jun-22,4,4.5,4.5,4,4,3.5,4.5,2,0,0,West,80,2,0,15,0,0,3,0.8,0.02,0,0.15,0,0,0.03
167,2T_East,Edge,2T,uplands,Treatment,no,no,14-Jun-22,1.5,3,3,2,1,2,1,0.5,0,0,Center,30,20,0,30,0,10,10,0.3,0.2,0,0.3,0,0.1,0.1
167,2T_East,Edge,2T,uplands,Treatment,no,no,14-Jun-22,1.5,3,3,2,1,2,1,0.5,0,0,North,35,15,0,35,0,10,5,0.35,0.15,0,0.35,0,0.1,0.05
167,2T_East,Edge,2T,uplands,Treatment,no,no,14-Jun-22,1.5,3,3,2,1,2,1,0.5,0,0,East,25,40,0,20,0,10,5,0.25,0.4,0,0.2,0,0.1,0.05
167,2T_East,Edge,2T,uplands,Treatment,no,no,14-Jun-22,1.5,3,3,2,1,2,1,0.5,0,0,South,45,20,0,25,0,5,5,0.45,0.2,0,0.25,0,0.05,0.05
167,2T_East,Edge,2T,uplands,Treatment,no,no,14-Jun-22,1.5,3,3,2,1,2,1,0.5,0,0,West,15,25,0,40,0,15,5,0.15,0.25,0,0.4,0,0.15,0.05
168,4C_West,Edge,4C,uplands,Control,yes,no,14-Jun-22,2,1,1,1,2.5,2.5,1,1,0,0,Center,30,15,0,30,0,10,15,0.3,0.15,0,0.3,0,0.1,0.15
168,4C_West,Edge,4C,uplands,Control,yes,no,14-Jun-22,2,1,1,1,2.5,2.5,1,1,0,0,North,45,25,0,10,0,5,5,0.45,0.25,0,0.1,0,0.05,0.05
168,4C_West,Edge,4C,uplands,Control,yes,no,14-Jun-22,2,1,1,1,2.5,2.5,1,1,0,0,East,50,20,0,15,0,10,5,0.5,0.2,0,0.15,0,0.1,0.05
168,4C_West,Edge,4C,uplands,Control,yes,no,14-Jun-22,2,1,1,1,2.5,2.5,1,1,0,0,South,30,20,0,18,2,15,15,0.3,0.2,0,0.18,0.02,0.15,0.15
168,4C_West,Edge,4C,uplands,Control,yes,no,14-Jun-22,2,1,1,1,2.5,2.5,1,1,0,0,West,40,15,0,20,0,20,5,0.4,0.15,0,0.2,0,0.2,0.05
169,4C_Center,Center,4C,uplands,Control,yes,no,14-Jun-22,2,2.5,3,3,0,2,2,2,0,0,Center,60,2,0,8,0,0,30,0.6,0.02,0,0.08,0,0,0.3
169,4C_Center,Center,4C,uplands,Control,yes,no,14-Jun-22,2,2.5,3,3,0,2,2,2,0,0,North,5,25,0,10,0,0,60,0.05,0.25,0,0.1,0,0,0.6
169,4C_Center,Center,4C,uplands,Control,yes,no,14-Jun-22,2,2.5,3,3,0,2,2,2,0,0,East,5,20,0,10,0,0,65,0.05,0.2,0,0.1,0,0,0.65
169,4C_Center,Center,4C,uplands,Control,yes,no,14-Jun-22,2,2.5,3,3,0,2,2,2,0,0,South,10,10,0,5,0,0,75,0.1,0.1,0,0.05,0,0,0.75
169,4C_Center,Center,4C,uplands,Control,yes,no,14-Jun-22,2,2.5,3,3,0,2,2,2,0,0,West,50,25,0,10,0,0,15,0.5,0.25,0,0.1,0,0,0.15
170,4C_South,Edge,4C,uplands,Control,yes,no,14-Jun-22,2,1,1,1,1,3,1,2,0,0,Center,60,0,0,20,0,15,5,0.6,0,0,0.2,0,0.15,0.05
170,4C_South,Edge,4C,uplands,Control,yes,no,14-Jun-22,2,1,1,1,1,3,1,2,0,0,North,40,30,0,25,0,5,0,0.4,0.3,0,0.25,0,0.05,0
170,4C_South,Edge,4C,uplands,Control,yes,no,14-Jun-22,2,1,1,1,1,3,1,2,0,0,East,50,20,0,20,0,10,0,0.5,0.2,0,0.2,0,0.1,0
170,4C_South,Edge,4C,uplands,Control,yes,no,14-Jun-22,2,1,1,1,1,3,1,2,0,0,South,30,10,0,25,0,20,15,0.3,0.1,0,0.25,0,0.2,0.15
170,4C_South,Edge,4C,uplands,Control,yes,no,14-Jun-22,2,1,1,1,1,3,1,2,0,0,West,45,30,0,15,0,5,5,0.45,0.3,0,0.15,0,0.05,0.05
171,4C_North,Edge,4C,uplands,Control,yes,no,14-Jun-22,3,4.5,4.5,2,2,3.5,1.5,3,0,0,Center,85,5,0,5,0,0,5,0.85,0.05,0,0.05,0,0,0.05
171,4C_North,Edge,4C,uplands,Control,yes,no,14-Jun-22,3,4.5,4.5,2,2,3.5,1.5,3,0,0,North,90,5,0,0,0,0,5,0.9,0.05,0,0,0,0,0.05
171,4C_North,Edge,4C,uplands,Control,yes,no,14-Jun-22,3,4.5,4.5,2,2,3.5,1.5,3,0,0,East,80,20,0,0,0,0,0,0.8,0.2,0,0,0,0,0
171,4C_North,Edge,4C,uplands,Control,yes,no,14-Jun-22,3,4.5,4.5,2,2,3.5,1.5,3,0,0,South,88,2,0,5,0,0,5,0.88,0.02,0,0.05,0,0,0.05
171,4C_North,Edge,4C,uplands,Control,yes,no,14-Jun-22,3,4.5,4.5,2,2,3.5,1.5,3,0,0,West,80,5,0,10,0,0,5,0.8,0.05,0,0.1,0,0,0.05
172,4C_East,Edge,4C,uplands,Control,yes,no,14-Jun-22,3,2,4,3,2,2,2,1,0,0,Center,50,5,0,35,0,5,5,0.5,0.05,0,0.35,0,0.05,0.05
172,4C_East,Edge,4C,uplands,Control,yes,no,14-Jun-22,3,2,4,3,2,2,2,1,0,0,North,75,2,0,23,0,0,0,0.75,0.02,0,0.23,0,0,0
172,4C_East,Edge,4C,uplands,Control,yes,no,14-Jun-22,3,2,4,3,2,2,2,1,0,0,East,65,10,0,25,0,0,0,0.65,0.1,0,0.25,0,0,0
172,4C_East,Edge,4C,uplands,Control,yes,no,14-Jun-22,3,2,4,3,2,2,2,1,0,0,South,55,30,0,15,0,0,0,0.55,0.3,0,0.15,0,0,0
172,4C_East,Edge,4C,uplands,Control,yes,no,14-Jun-22,3,2,4,3,2,2,2,1,0,0,West,30,70,0,0,0,0,0,0.3,0.7,0,0,0,0,0
173,4T_North,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2.5,2,2.5,2.5,3,1.5,2.5,2.5,0,0,Center,60,5,0,10,0,0,25,0.6,0.05,0,0.1,0,0,0.25
173,4T_North,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2.5,2,2.5,2.5,3,1.5,2.5,2.5,0,0,North,70,5,0,15,0,0,10,0.7,0.05,0,0.15,0,0,0.1
173,4T_North,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2.5,2,2.5,2.5,3,1.5,2.5,2.5,0,0,East,50,10,0,10,0,0,30,0.5,0.1,0,0.1,0,0,0.3
173,4T_North,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2.5,2,2.5,2.5,3,1.5,2.5,2.5,0,0,South,85,5,0,5,0,0,0,0.85,0.05,0,0.05,0,0,0
173,4T_North,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2.5,2,2.5,2.5,3,1.5,2.5,2.5,0,0,West,55,25,0,10,0,0,10,0.55,0.25,0,0.1,0,0,0.1
174,4T_East,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,4,2,2.5,4,2,2,0,1,0,0,Center,65,30,0,0,0,0,5,0.65,0.3,0,0,0,0,0.05
174,4T_East,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,4,2,2.5,4,2,2,0,1,0,0,North,40,30,0,20,0,10,0,0.4,0.3,0,0.2,0,0.1,0
174,4T_East,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,4,2,2.5,4,2,2,0,1,0,0,East,40,15,0,25,0,10,10,0.4,0.15,0,0.25,0,0.1,0.1
174,4T_East,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,4,2,2.5,4,2,2,0,1,0,0,South,60,10,0,20,0,10,0,0.6,0.1,0,0.2,0,0.1,0
174,4T_East,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,4,2,2.5,4,2,2,0,1,0,0,West,70,10,0,15,0,5,0,0.7,0.1,0,0.15,0,0.05,0
175,4T_Center,Center,4T,uplands,Treatment,yes,no,14-Jun-22,2.5,2.5,2.5,2.5,2,1.5,3.5,1.5,0,0,Center,50,30,0,10,0,0,10,0.5,0.3,0,0.1,0,0,0.1
175,4T_Center,Center,4T,uplands,Treatment,yes,no,14-Jun-22,2.5,2.5,2.5,2.5,2,1.5,3.5,1.5,0,0,North,90,2,0,4,0,0,4,0.9,0.02,0,0.04,0,0,0.04
175,4T_Center,Center,4T,uplands,Treatment,yes,no,14-Jun-22,2.5,2.5,2.5,2.5,2,1.5,3.5,1.5,0,0,East,80,10,0,5,0,0,5,0.8,0.1,0,0.05,0,0,0.05
175,4T_Center,Center,4T,uplands,Treatment,yes,no,14-Jun-22,2.5,2.5,2.5,2.5,2,1.5,3.5,1.5,0,0,South,60,25,0,13,2,0,0,0.6,0.25,0,0.13,0.02,0,0
175,4T_Center,Center,4T,uplands,Treatment,yes,no,14-Jun-22,2.5,2.5,2.5,2.5,2,1.5,3.5,1.5,0,0,West,65,0,0,30,0,0,5,0.65,0,0,0.3,0,0,0.05
176,4T_South,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2,2.5,3,1,2,1,1,1,0,0,Center,60,5,0,25,0,0,10,0.6,0.05,0,0.25,0,0,0.1
176,4T_South,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2,2.5,3,1,2,1,1,1,0,0,North,50,5,0,30,0,5,10,0.5,0.05,0,0.3,0,0.05,0.1
176,4T_South,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2,2.5,3,1,2,1,1,1,0,0,East,40,15,0,30,0,5,10,0.4,0.15,0,0.3,0,0.05,0.1
176,4T_South,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2,2.5,3,1,2,1,1,1,0,0,South,40,10,0,25,0,10,15,0.4,0.1,0,0.25,0,0.1,0.15
176,4T_South,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2,2.5,3,1,2,1,1,1,0,0,West,65,0,0,30,0,0,5,0.65,0,0,0.3,0,0,0.05
177,4T_West,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2,1.5,2,2,2,1,2,2.5,2,0,Center,30,2,0,5,0,0,63,0.3,0.02,0,0.05,0,0,0.63
177,4T_West,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2,1.5,2,2,2,1,2,2.5,2,0,North,40,0,0,30,0,0,30,0.4,0,0,0.3,0,0,0.3
177,4T_West,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2,1.5,2,2,2,1,2,2.5,2,0,East,25,0,0,5,0,0,70,0.25,0,0,0.05,0,0,0.7
177,4T_West,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2,1.5,2,2,2,1,2,2.5,2,0,South,20,0,0,10,0,0,70,0.2,0,0,0.1,0,0,0.7
177,4T_West,Edge,4T,uplands,Treatment,yes,no,14-Jun-22,2,1.5,2,2,2,1,2,2.5,2,0,West,65,0,0,25,0,0,10,0.65,0,0,0.25,0,0,0.1
178,1T_East,Edge,1T,uplands,Treatment,no,no,14-Jun-22,1,1,2,1.5,0,0,1,0.5,0,0,Center,35,0,0,40,0,10,15,0.35,0,0,0.4,0,0.1,0.15
178,1T_East,Edge,1T,uplands,Treatment,no,no,14-Jun-22,1,1,2,1.5,0,0,1,0.5,0,0,North,50,0,0,30,0,20,0,0.5,0,0,0.3,0,0.2,0
178,1T_East,Edge,1T,uplands,Treatment,no,no,14-Jun-22,1,1,2,1.5,0,0,1,0.5,0,0,East,70,0,0,0,0,15,15,0.7,0,0,0,0,0.15,0.15
178,1T_East,Edge,1T,uplands,Treatment,no,no,14-Jun-22,1,1,2,1.5,0,0,1,0.5,0,0,South,50,2,0,43,0,0,0,0.5,0.02,0,0.43,0,0,0
178,1T_East,Edge,1T,uplands,Treatment,no,no,14-Jun-22,1,1,2,1.5,0,0,1,0.5,0,0,West,40,40,0,20,0,0,0,0.4,0.4,0,0.2,0,0,0
179,1T_Center,Center,1T,uplands,Treatment,no,no,14-Jun-22,3,2,3,3.5,4.5,2.5,2.5,3,7,0,Center,80,10,0,5,0,0,5,0.8,0.1,0,0.05,0,0,0.05
179,1T_Center,Center,1T,uplands,Treatment,no,no,14-Jun-22,3,2,3,3.5,4.5,2.5,2.5,3,7,0,North,75,0,10,5,0,0,10,0.75,0,0.1,0.05,0,0,0.1
179,1T_Center,Center,1T,uplands,Treatment,no,no,14-Jun-22,3,2,3,3.5,4.5,2.5,2.5,3,7,0,East,60,0,0,29,1,0,10,0.6,0,0,0.29,0.01,0,0.1
179,1T_Center,Center,1T,uplands,Treatment,no,no,14-Jun-22,3,2,3,3.5,4.5,2.5,2.5,3,7,0,South,70,10,0,10,0,0,10,0.7,0.1,0,0.1,0,0,0.1
179,1T_Center,Center,1T,uplands,Treatment,no,no,14-Jun-22,3,2,3,3.5,4.5,2.5,2.5,3,7,0,West,5,20,0,40,0,0,35,0.05,0.2,0,0.4,0,0,0.35
180,1T_South,Edge,1T,uplands,Treatment,no,no,14-Jun-22,1,0,0,0,1,1,0,1,0,0,Center,50,5,0,15,0,5,25,0.5,0.05,0,0.15,0,0.05,0.25
180,1T_South,Edge,1T,uplands,Treatment,no,no,14-Jun-22,1,0,0,0,1,1,0,1,0,0,North,25,30,0,10,0,0,35,0.25,0.3,0,0.1,0,0,0.35
180,1T_South,Edge,1T,uplands,Treatment,no,no,14-Jun-22,1,0,0,0,1,1,0,1,0,0,East,40,10,0,25,0,0,25,0.4,0.1,0,0.25,0,0,0.25
180,1T_South,Edge,1T,uplands,Treatment,no,no,14-Jun-22,1,0,0,0,1,1,0,1,0,0,South,30,15,0,20,0,5,30,0.3,0.15,0,0.2,0,0.05,0.3
180,1T_South,Edge,1T,uplands,Treatment,no,no,14-Jun-22,1,0,0,0,1,1,0,1,0,0,West,40,15,0,10,0,0,35,0.4,0.15,0,0.1,0,0,0.35
181,1T_West,Edge,1T,uplands,Treatment,no,no,14-Jun-22,3.5,3,4,3,3,4,3,4,0,0,Center,80,5,0,10,0,0,5,0.8,0.05,0,0.1,0,0,0.05
181,1T_West,Edge,1T,uplands,Treatment,no,no,14-Jun-22,3.5,3,4,3,3,4,3,4,0,0,North,70,10,0,10,0,0,10,0.7,0.1,0,0.1,0,0,0.1
181,1T_West,Edge,1T,uplands,Treatment,no,no,14-Jun-22,3.5,3,4,3,3,4,3,4,0,0,East,80,10,0,5,0,0,5,0.8,0.1,0,0.05,0,0,0.05
181,1T_West,Edge,1T,uplands,Treatment,no,no,14-Jun-22,3.5,3,4,3,3,4,3,4,0,0,South,25,75,0,0,0,0,0,0.25,0.75,0,0,0,0,0
181,1T_West,Edge,1T,uplands,Treatment,no,no,14-Jun-22,3.5,3,4,3,3,4,3,4,0,0,West,55,25,0,10,0,0,10,0.55,0.25,0,0.1,0,0,0.1
182,1T_North,Edge,1T,uplands,Treatment,no,no,14-Jun-22,5,5.5,5,1,2,0,6.5,4.5,75,0,Center,50,20,5,0,0,10,15,0.5,0.2,0.05,0,0,0.1,0.15
182,1T_North,Edge,1T,uplands,Treatment,no,no,14-Jun-22,5,5.5,5,1,2,0,6.5,4.5,75,0,North,40,15,0,30,0,5,10,0.4,0.15,0,0.3,0,0.05,0.1
182,1T_North,Edge,1T,uplands,Treatment,no,no,14-Jun-22,5,5.5,5,1,2,0,6.5,4.5,75,0,East,45,10,25,20,0,0,0,0.45,0.1,0.25,0.2,0,0,0
182,1T_North,Edge,1T,uplands,Treatment,no,no,14-Jun-22,5,5.5,5,1,2,0,6.5,4.5,75,0,South,20,0,60,10,0,0,10,0.2,0,0.6,0.1,0,0,0.1
182,1T_North,Edge,1T,uplands,Treatment,no,no,14-Jun-22,5,5.5,5,1,2,0,6.5,4.5,75,0,West,70,5,0,15,0,0,10,0.7,0.05,0,0.15,0,0,0.1
